-3,141592654; Infinity
-3,041592654;9,966644425
-2,941592654;4,933154857
-2,841592654;3,232728142
-2,741592654;2,36522242
-2,641592654;1,830487722
-2,541592654;1,461695947
-2,441592654;1,187241833
-2,341592654;0,9712146
-2,241592654;0,793551147
-2,141592654;0,642092616
-2,041592654;0,508968105
-1,941592654;0,388779569
-1,841592654;0,277615648
-1,741592654;0,172476726
-1,641592654;0,070914844
-1,541592654;-0,029211978
-1,441592654;-0,129927464
-1,341592654;-0,233303536
-1,241592654;-0,341635356
-1,141592654;-0,457657554
-1,041592654;-0,584847806
-0,941592654;-0,727895776
-0,841592654;-0,893484463
-0,741592654;-1,091686027
-0,641592654;-1,33864813
-0,541592654;-1,662243402
-0,441592654;-2,115383021
-0,341592654;-2,812703493
-0,241592654;-4,058352705
-0,141592654;-7,015252552
-0,041592654;-24,0288416
0,058407346;17,10166035
0,158407346;6,259947527
0,258407346;3,783337325
0,358407346;2,669616485
0,458407346;2,02647907
0,558407346;1,600683621
0,658407346;1,29273108
0,758407346;1,05549291
0,858407346;0,863691154
0,958407346;0,702480784
1,058407346;0,562499368
1,158407346;0,437474431
1,258407346;0,322963641
1,358407346;0,215641233
1,458407346;0,112864589
1,558407346;0,012389614
1,658407346;-0,087835869
1,758407346;-0,18984363
1,858407346;-0,295812917
1,958407346;-0,408265013
2,058407346;-0,530323394
2,158407346;-0,666101193
2,258407346;-0,821327695
2,358407346;-1,004435533
2,458407346;-1,228586831
2,558407346;-1,515770288
2,658407346;-1,905973662
2,758407346;-2,480706924
2,858407346;-3,436353008
2,958407346;-5,397754295
3,058407346;-11,99361253
