-3,141592654; NaN
-3,041592654; NaN
-2,941592654; NaN
-2,841592654; NaN
-2,741592654; NaN
-2,641592654; NaN
-2,541592654; NaN
-2,441592654; NaN
-2,341592654; NaN
-2,241592654; NaN
-2,141592654; NaN
-2,041592654; NaN
-1,941592654; NaN
-1,841592654; NaN
-1,741592654; NaN
-1,641592654; NaN
-1,541592654; NaN
-1,441592654; NaN
-1,341592654; NaN
-1,241592654; NaN
-1,141592654; NaN
-1,041592654; NaN
-0,941592654; NaN
-0,841592654; NaN
-0,741592654; NaN
-0,641592654; NaN
-0,541592654; NaN
-0,441592654; NaN
-0,341592654; NaN
-0,241592654; NaN
-0,141592654; NaN
-0,041592654; NaN
0,058407346;-2,840313602
0,158407346;-1,842585422
0,258407346;-1,353218077
0,358407346;-1,0260851
0,458407346;-0,779997088
0,558407346;-0,582666571
0,658407346;-0,417931472
0,758407346;-0,276534641
0,858407346;-0,152676529
0,958407346;-0,042482386
1,058407346;0,056765275
1,158407346;0,147046084
1,258407346;0,229846911
1,358407346;0,306312945
1,458407346;0,377344982
1,558407346;0,443664368
1,658407346;0,505857712
1,758407346;0,564408483
1,858407346;0,619719856
1,958407346;0,672131565
2,058407346;0,721932551
2,158407346;0,76937061
2,258407346;0,814659851
2,358407346;0,857986538
2,458407346;0,89951372
2,558407346;0,939384935
2,658407346;0,977727202
2,758407346;1,014653465
2,858407346;1,050264598
2,958407346;1,084651065
3,058407346;1,117894305
